"Token","Count","Number of Dialogue Acts","Total Acts"
"reflected",2,2,174291
"partake",2,2,174291
"heyday",2,2,174291
"integrate",2,2,174291
"diagnose",2,2,174291
"bec",2,1,174291
"bef",2,1,174291
"spackling",2,2,174291
"faded",2,2,174291
"chrome",2,2,174291
"coach's",2,2,174291
"guzzlers",2,2,174291
"regulatory",2,2,174291
"caesar",2,2,174291
"pyramid",2,2,174291
"beautify",2,2,174291
"slaughter",2,2,174291
"gymnasium",2,2,174291
"misty",2,2,174291
"parrot",2,2,174291
"excerpts",2,2,174291
"bly",2,2,174291
"toothbrush",2,2,174291
"deli",2,2,174291
"barefoot",2,2,174291
"escalated",2,2,174291
"boa",2,2,174291
"stonehenge",2,2,174291
"snatched",2,2,174291
"bog",2,2,174291
"bon",2,1,174291
"bot",2,2,174291
"rundown",2,2,174291
"tiring",2,2,174291
"corduroy",2,2,174291
"auxiliary",2,2,174291
"uprise",2,2,174291
"miscarriage",2,2,174291
"dell",2,2,174291
"dormant",2,2,174291
"demi",2,2,174291
"angie",2,2,174291
"stoop",2,2,174291
"depe",2,2,174291
"bro",2,1,174291
"trench",2,2,174291
"crabby",2,2,174291
"cooperate",2,2,174291
"overcome",2,2,174291
"watchers",2,2,174291
"garfunkel",2,2,174291
"actively",2,2,174291
"slipping",2,2,174291
"appraised",2,2,174291
"ethnically",2,2,174291
"bun",2,2,174291
"topic's",2,2,174291
"drizzly",2,2,174291
"shortened",2,2,174291
"arlington's",2,2,174291
"brookies",2,1,174291
"coldness",2,2,174291
"encourages",2,2,174291
"deliberations",2,2,174291
"socialism",2,2,174291
"cindy",2,2,174291
"subjecting",2,2,174291
"potent",2,2,174291
"robb",2,2,174291
"gobs",2,2,174291
"penalty's",2,2,174291
"phys",2,2,174291
"forwarded",2,2,174291
"substantially",2,2,174291
"mistrial",2,2,174291
"laughable",2,2,174291
"sparingly",2,2,174291
"allendale",2,2,174291
"twisted",2,2,174291
"jogged",2,2,174291
"drummer",2,2,174291
"responses",2,2,174291
"scarce",2,2,174291
"arguable",2,2,174291
"hopeful",2,2,174291
"sharpened",2,2,174291
"posed",2,2,174291
"rightie",2,2,174291
"destined",2,2,174291
"instrumentalists",2,2,174291
"skidding",2,2,174291
"cau",2,2,174291
"privately",2,2,174291
"stamps",2,2,174291
"failsafe",2,2,174291
"arguably",2,1,174291
"shreds",2,2,174291
"busses",3,3,174291
"bussed",3,3,174291
"disciplinarian",3,3,174291
"lunchtime",3,3,174291
"artistic",3,3,174291
"readers",3,3,174291
"proactive",3,3,174291
"protectionist",3,3,174291
"pioneers",3,3,174291
"conducive",3,3,174291
"pill",3,3,174291
"dummy",3,3,174291
"sodas",3,3,174291
"dumps",3,3,174291
"rose",3,3,174291
"jetsons",3,3,174291
"cou",3,1,174291
"creeks",3,3,174291
"cronkite",3,3,174291
"segal",3,3,174291
"specializes",3,3,174291
"bachelor",3,3,174291
"reservations",3,3,174291
"sketch",3,2,174291
"capita",3,3,174291
"victim's",3,3,174291
"uncertain",3,3,174291
"sponsors",3,3,174291
"megahertz",3,3,174291
"aftermath",3,3,174291
"monitors",3,3,174291
"starve",3,3,174291
"prevented",3,3,174291
"librarian",3,3,174291
"redbook",3,3,174291
"slapped",3,3,174291
"initiate",3,2,174291
"wolfe",3,3,174291
"technologies",3,3,174291
"warranted",3,3,174291
"ambiance",3,3,174291
"pumping",3,3,174291
"revoked",3,3,174291
"toothpicks",3,3,174291
"convincing",3,3,174291
"jackie",3,3,174291
"seven's",3,3,174291
"disconnected",3,3,174291
"enlightening",3,3,174291
"kuwaitis",3,3,174291
"concentrating",3,3,174291
"niners",3,2,174291
"dated",3,3,174291
"powerhouse",3,3,174291
"def",3,1,174291
"prejudices",3,2,174291
"buyer",3,3,174291
"prejudiced",3,3,174291
"indestructible",3,3,174291
"happiest",3,3,174291
"strap",3,3,174291
"beirut",3,3,174291
"acceptance",3,3,174291
"petals",3,3,174291
"ludicrous",3,3,174291
"doc",3,2,174291
"doe",3,1,174291
"dos",3,2,174291
"edward",3,3,174291
"inspections",3,3,174291
"statler",3,3,174291
"necks",3,3,174291
"catamarans",3,3,174291
"adaptations",3,3,174291
"viewpoints",3,3,174291
"constraints",3,3,174291
"hiding",3,3,174291
"rudman",3,3,174291
"whining",3,3,174291
"sober",3,3,174291
"allies",3,3,174291
"mackintosh",3,3,174291
"worlds",3,3,174291
"uproar",3,3,174291
"crayon",3,3,174291
"seller",3,2,174291
"mangione",3,3,174291
"uninsured",3,3,174291
"tractors",3,3,174291
"sergeant",3,2,174291
"mash",3,3,174291
"stew",3,2,174291
"repayment",3,3,174291
"mats",3,3,174291
"exceptional",3,3,174291
"carney",3,3,174291
"gathering",3,3,174291
"soldier",3,3,174291
"thrust",3,3,174291
"eel",3,2,174291
"injector",3,3,174291
"neal",3,3,174291
"liberals",3,3,174291
"nashville",3,3,174291
"drilled",3,3,174291
"submarine",3,3,174291
"stra",3,2,174291
"stung",3,3,174291
"brando",3,3,174291
"straps",3,3,174291
"turbo",3,3,174291
"boise",3,3,174291
"spouses",3,3,174291
"elk",3,3,174291
"matlock",3,3,174291
"benefitted",3,3,174291
"fails",3,3,174291
"hippie",3,1,174291
"bichon",3,3,174291
"enthusiasts",3,3,174291
"responding",3,3,174291
"reinforced",3,3,174291
"keyed",3,3,174291
"vibration",3,3,174291
"controllers",3,3,174291
"trafficking",3,3,174291
"stadiums",3,3,174291
"amusement",3,2,174291
"martha",3,3,174291
"credits",3,3,174291
"boils",3,3,174291
"memorize",3,3,174291
"render",3,2,174291
"neon",3,3,174291
"rolly",3,3,174291
"martin",3,3,174291
"revolve",3,3,174291
"mixer",3,3,174291
"shines",3,3,174291
"tints",3,1,174291
"gras",3,3,174291
"suck",3,3,174291
"grad",3,3,174291
"charts",3,3,174291
"arriving",3,3,174291
"piers",3,3,174291
"duplicate",3,3,174291
"baseball's",3,3,174291
"penalized",3,3,174291
"summit",3,3,174291
"typist",3,3,174291
"texas's",3,2,174291
"athletics",3,3,174291
"hump",3,2,174291
"alleys",3,3,174291
"stardom",3,3,174291
"burner",3,2,174291
"pulleys",3,3,174291
"continuously",3,3,174291
"screws",3,3,174291
"foil",3,3,174291
"gruesome",3,3,174291
"exceptions",3,3,174291
"forgets",3,3,174291
"stigma",3,3,174291
"letterman",3,3,174291
"carmel",3,3,174291
"hush",3,1,174291
"surf",3,2,174291
"intermediate",3,3,174291
"br",3,1,174291
"genre",3,3,174291
"eh",3,2,174291
"en",3,2,174291
"toured",3,3,174291
"foe",3,3,174291
"twilight",3,2,174291
"ploy",3,3,174291
"dill",3,2,174291
"rhythm",3,3,174291
"conserve",3,2,174291
"tease",3,3,174291
"context",3,3,174291
"shakespeare",3,3,174291
"occurrence",3,3,174291
"graded",3,3,174291
"proficient",3,3,174291
"jeezer",3,3,174291
"mu",3,1,174291
"flowing",3,3,174291
"na",3,1,174291
"ni",3,2,174291
"tendencies",3,3,174291
"pe",3,3,174291
"ph",3,3,174291
"downfall",3,3,174291
"redwood",3,3,174291
"qw",3,2,174291
"ra",3,2,174291
"ro",3,1,174291
"strengthening",3,3,174291
"eighteenth",3,3,174291
"sp",3,2,174291
"oriole",3,3,174291
"endangered",3,2,174291
"recess",3,2,174291
"medicines",3,3,174291
"breakthrough",3,3,174291
"willingly",3,2,174291
"cringe",3,3,174291
"destitute",3,3,174291
"emphasize",3,3,174291
"belie",3,1,174291
"seminar",3,3,174291
"centigrade",3,3,174291
"surrounded",3,2,174291
"sedentary",3,3,174291
"telecom",3,3,174291
"tossing",3,3,174291
"challenges",3,3,174291
"hospitalization",3,3,174291
"homemaking",3,3,174291
"vincent's",3,3,174291
"ferraro",3,3,174291
"cellular",3,3,174291
"educators",3,3,174291
"sights",3,3,174291
"goo",3,3,174291
"possessions",3,3,174291
"ingesting",3,3,174291
"brunch",3,3,174291
"figurines",3,3,174291
"freshmen",3,2,174291
"wade",3,3,174291
"foreigners",3,3,174291
"hamper",3,3,174291
"fiber",3,3,174291
"suspended",3,3,174291
"upbeat",3,3,174291
"gum",3,3,174291
"accordingly",3,3,174291
"franchise",3,3,174291
"minivans",3,3,174291
"harmful",3,3,174291
"druthers",3,3,174291
"accidentally",3,3,174291
"couches",3,3,174291
"twentieth",3,3,174291
"populations",3,3,174291
"diagram",3,3,174291
"guided",3,3,174291
"hal",3,3,174291
"polluters",3,2,174291
"updated",3,3,174291
"cocktail",3,3,174291
"get's",3,3,174291
"skillman",3,3,174291
"commissioners",3,3,174291
"alien",3,2,174291
"straighten",3,3,174291
"psycho",3,3,174291
"diverted",3,3,174291
"crock",3,3,174291
"telemarketing",3,3,174291
"settlements",3,3,174291
"crushers",3,3,174291
"casually",3,3,174291
"litigious",3,3,174291
"hoe",3,3,174291
"mega",3,3,174291
"hou",3,2,174291
"rehearsals",3,3,174291
"bendix",3,3,174291
"averaged",3,3,174291
"unfinished",3,3,174291
"hud",3,3,174291
"brackets",3,3,174291
"scraping",3,3,174291
"biological",3,3,174291
"microns",3,3,174291
"hatteras",3,3,174291
"urinalysis",3,3,174291
"opponent",3,3,174291
"wichita",3,3,174291
"mindlessly",3,2,174291
"harvard",3,3,174291
"rubs",3,3,174291
"immune",3,3,174291
"kalachandji's",3,2,174291
"annoy",3,3,174291
"staubach",3,3,174291
"intention",3,3,174291
"jumbo",3,3,174291
"dingy",3,3,174291
"johnson's",3,3,174291
"extends",3,3,174291
"poem",3,3,174291
"spine",3,3,174291
"dresser",3,2,174291
"diner",3,3,174291
"nick",3,3,174291
"erase",3,3,174291
"paternity",3,3,174291
"polk",3,3,174291
"smells",3,3,174291
"deterrence",3,3,174291
"spitz",3,3,174291
"contra",3,2,174291
"newlyweds",3,3,174291
"macintoshes",3,3,174291
"vocabulary",3,2,174291
"actresses",3,3,174291
"screwing",3,3,174291
"nina",3,3,174291
"adjustable",3,3,174291
"skipped",3,3,174291
"previously",3,3,174291
"soprano",3,3,174291
"pickups",3,3,174291
"durant",3,3,174291
"shorten",3,2,174291
"shorted",3,2,174291
"script",3,3,174291
"summonsed",3,3,174291
"fairer",3,3,174291
"insecticides",3,3,174291
"smashed",3,3,174291
"hamilton",3,3,174291
"absorbed",3,3,174291
"stocked",3,3,174291
"fidel",3,3,174291
"dusty",3,3,174291
"wealthier",3,3,174291
"liars",3,3,174291
"lewis",3,3,174291
"superbowl",3,3,174291
"rebels",3,3,174291
"sacrificing",3,3,174291
"jan",3,3,174291
"testify",3,3,174291
"jurisdictions",3,3,174291
"investigating",3,3,174291
"openness",3,3,174291
"catherine",3,3,174291
"deteriorated",3,3,174291
"shifted",3,3,174291
"leaking",3,3,174291
"knives",3,3,174291
"ethically",3,3,174291
"gladly",3,3,174291
"malicious",3,3,174291
"receipts",3,3,174291
"jig",3,3,174291
"vocational",3,3,174291
"chained",3,3,174291
"legislators",3,3,174291
"australian",3,3,174291
"madam",3,3,174291
"cushion",3,2,174291
"tribes",3,3,174291
"waive",3,2,174291
"fielder",3,3,174291
"adam",3,2,174291
"marketplace",3,3,174291
"bones",3,3,174291
"hughes",3,3,174291
"comply",3,3,174291
"discontinued",3,3,174291
"streamlining",3,3,174291
"hangings",3,3,174291
"perpetual",3,3,174291
"treatments",3,3,174291
"molly",3,3,174291
"snorkeling",3,3,174291
"bonham",3,3,174291
"kickbacks",3,3,174291
"disruptive",3,3,174291
"defendant's",3,3,174291
"mouths",3,3,174291
"prompt",3,3,174291
"williamsburg",3,3,174291
"crown",3,3,174291
"congested",3,3,174291
"firearm",3,3,174291
"narrowed",3,3,174291
"pursuit",3,3,174291
"pensions",3,3,174291
"candle",3,3,174291
"reminding",3,3,174291
"scramble",3,3,174291
"floats",3,3,174291
"sentra",3,3,174291
"preservation",3,3,174291
"loser",3,3,174291
"fours",3,2,174291
"overthrow",3,3,174291
"burlington",3,3,174291
"strengthen",3,3,174291
"inadequate",3,3,174291
"collie",3,2,174291
"painless",3,3,174291
"crippled",3,3,174291
"crunchy",3,2,174291
"shanghai",3,3,174291
"shoney's",3,3,174291
"quest",3,3,174291
"claiming",3,3,174291
"brunches",3,3,174291
"dismal",3,3,174291
"decompose",3,2,174291
"inventory",3,3,174291
"drawings",3,3,174291
"litigation",3,3,174291
"bangladesh",3,3,174291
"all's",3,3,174291
"tighten",3,3,174291
"raspberry",3,3,174291
"ballooned",3,2,174291
"picturesque",3,3,174291
"passage",3,2,174291
"continents",3,3,174291
"burglaries",3,3,174291
"balloons",3,3,174291
"argentinean",3,3,174291
"inundated",3,2,174291
"pills",3,3,174291
"sniff",3,3,174291
"diplomacy",3,3,174291
"glitz",3,3,174291
"advil",3,3,174291
"fashions",3,3,174291
"russia's",3,3,174291
"explosion",3,3,174291
"porcelain",3,3,174291
"distant",3,3,174291
"custody",3,2,174291
"binary",3,3,174291
"hobbyist",3,3,174291
"walter",3,3,174291
"silverton",3,3,174291
"heartbreaking",3,3,174291
"burger",3,3,174291
"pitches",3,2,174291
"contraceptives",3,3,174291
"detrimental",3,3,174291
"attire",3,3,174291
"lieutenant",3,3,174291
"playroom",3,3,174291
"absorb",3,3,174291
"prep",3,3,174291
"pollutant",3,3,174291
"nudity",3,3,174291
"collapsed",3,3,174291
"proving",3,3,174291
"moody",3,3,174291
"demanded",3,2,174291
"prix",3,3,174291
"blender",3,3,174291
"lit",3,3,174291
"homey",3,3,174291
"acquired",3,3,174291
"opinionated",3,3,174291
"consultants",3,2,174291
"mastercards",3,3,174291
"socialization",3,3,174291
"sensationalize",3,3,174291
"cooled",3,3,174291
"incur",3,3,174291
"interactive",3,2,174291
"employer's",3,3,174291
"mythology",3,2,174291
"planets",3,3,174291
"humongous",3,3,174291
"recognizing",3,3,174291
"their's",3,2,174291
"rainbow",3,3,174291
"manpower",3,3,174291
"wheeling",3,3,174291
"mils",3,3,174291
"prevention",3,3,174291
"waitress",3,2,174291
"degrading",3,3,174291
"acceleration",3,3,174291
"teflon",3,3,174291
"individuality",3,3,174291
"atrocious",3,3,174291
"cookie",3,3,174291
"stragglers",3,3,174291
"reeves",3,3,174291
"fifths",3,3,174291
"literacy",3,3,174291
"martial",3,3,174291
"blend",3,3,174291
"mea",3,2,174291
"custer",3,3,174291
"hour's",3,3,174291
"constituency",3,3,174291
"mercy",3,3,174291
"interpreting",3,3,174291
"outdo",3,2,174291
"sizes",3,3,174291
"beater",3,3,174291
"height",3,3,174291
"engrossed",3,3,174291
"gyms",3,3,174291
"receives",3,3,174291
"voyager",3,3,174291
"butterfly",3,3,174291
"mis",3,2,174291
"documentaries",3,3,174291
"striped",3,2,174291
"incapacitated",3,3,174291
"piddly",3,3,174291
"newscaster",3,3,174291
"cooker",3,3,174291
"relating",3,2,174291
"cameroon",3,3,174291
"invades",3,3,174291
"specified",3,3,174291
"tutoring",3,3,174291
"mrs",3,3,174291
"dulles",3,3,174291
"offset",3,3,174291
"sequence",3,1,174291
"unseasonably",3,2,174291
"prevailing",3,3,174291
"crappy",3,3,174291
"inept",3,3,174291
"newsmen",3,3,174291
"insects",3,3,174291
"guest",3,3,174291
"returns",3,3,174291
"folded",3,3,174291
"intimidated",3,3,174291
"flimsy",3,3,174291
"centrally",3,3,174291
"unlimited",3,3,174291
"refute",3,3,174291
"debates",3,3,174291
"obligatory",3,3,174291
"soaking",3,3,174291
"rapist",3,3,174291
"abiding",3,3,174291
"crosses",3,3,174291
"secretarial",3,3,174291
"darkness",3,3,174291
"partnership",3,3,174291
"nay",3,2,174291
"complexes",3,3,174291
"crude",3,3,174291
"manufactured",3,3,174291
"sabbatical",3,3,174291
"pissed",3,3,174291
"reselling",3,3,174291
"acreage",3,3,174291
"politeness",3,2,174291
"korean",3,3,174291
"stepper",3,3,174291
"music's",3,3,174291
"eliminates",3,3,174291
"jaws",3,3,174291
"paroling",3,3,174291
"resulted",3,3,174291
"genuinely",3,3,174291
"drool",3,3,174291
"amateurs",3,2,174291
"preventative",3,3,174291
"rallies",3,3,174291
"perfume",3,3,174291
"galen",3,3,174291
"invasions",3,3,174291
"multimillionaire",3,3,174291
"moderates",3,3,174291
"pines",3,3,174291
"wharf",3,3,174291
"whim",3,3,174291
"widow",3,3,174291
"overflow",3,3,174291
"rhetoric",3,3,174291
"dependable",3,2,174291
"toyotas",3,3,174291
"keel",3,2,174291
"herbs",3,3,174291
"hottest",3,3,174291
"pinks",3,3,174291
"claus",3,3,174291
"promoting",3,3,174291
"ukraine",3,3,174291
"oddly",3,3,174291
"precaution",3,3,174291
"getaway",3,3,174291
"straightforward",3,3,174291
"elway",3,3,174291
"steele",3,3,174291
"drinker",3,3,174291
"seriousness",3,3,174291
"transaction",3,3,174291
"cobb",3,3,174291
"investigator",3,2,174291
"decreasing",3,3,174291
"periodically",3,3,174291
"expedient",3,3,174291
"muslims",3,3,174291
"lifelong",3,3,174291
"mcdonald",3,2,174291
"quits",3,3,174291
"homosexuals",3,3,174291
"elastic",3,3,174291
"threatens",3,3,174291
"smoker",3,3,174291
"ensure",3,3,174291
"dentists",3,3,174291
"orchestras",3,3,174291
"saskatoon",3,3,174291
"punk",3,2,174291
"coit",3,3,174291
"bachman",3,3,174291
"sauces",3,2,174291
"dog's",3,2,174291
"lieu",3,3,174291
"premature",3,3,174291
"turnip",3,3,174291
"polluter",3,3,174291
"chains",3,3,174291
"economy's",3,3,174291
"inability",3,3,174291
"oth",3,2,174291
"scroll",3,3,174291
"yolk",3,3,174291
"coma",3,3,174291
"apologize",3,3,174291
"reveal",3,3,174291
"bottoms",3,2,174291
"argentine",3,3,174291
"fraud",3,3,174291
"cots",3,3,174291
"lineup",3,3,174291
"cokes",3,3,174291
"recovery",3,3,174291
"isaiah",3,3,174291
"plagued",3,3,174291
"contributions",3,3,174291
"cones",3,2,174291
"calculate",3,3,174291
"optional",3,3,174291
"apparent",3,3,174291
"squirrels",3,3,174291
"commodity",3,3,174291
"echoes",3,3,174291
"speaks",3,3,174291
"eldorado",3,3,174291
"broadway",3,3,174291
"deadly",3,3,174291
"recycles",3,3,174291
"invitation",3,3,174291
"carpools",3,3,174291
"preserving",3,3,174291
"ramps",3,2,174291
"recycler",3,3,174291
"ventured",3,3,174291
"responded",3,3,174291
"wits",3,3,174291
"stenciling",3,3,174291
"pea",3,3,174291
"competitions",3,3,174291
"snapper",3,2,174291
"locate",3,3,174291
"represents",3,2,174291
"barbies",3,3,174291
"railroaded",3,3,174291
"marino",3,3,174291
"freer",3,3,174291
"wherewithal",3,3,174291
"bernie's",3,3,174291
"equate",3,2,174291
"correspondence",3,3,174291
"marion",3,3,174291
"clerical",3,3,174291
"rambo",3,3,174291
"pri",3,2,174291
"burmese",3,3,174291
"freed",3,3,174291
"assembled",3,3,174291
"pushy",3,3,174291
"notorious",3,3,174291
"pun",3,1,174291
"antibiotics",3,3,174291
"rutherford",3,3,174291
"taft",3,3,174291
"substituting",3,3,174291
"marking",3,3,174291
"cooper",3,3,174291
"uneasy",3,3,174291
"festival",3,3,174291
"infra",3,2,174291
"sparked",3,3,174291
"spreads",3,3,174291
"bargained",3,3,174291
"standings",3,3,174291
"tang",3,3,174291
"reception",3,3,174291
"junkie",3,3,174291
"oscars",3,2,174291
"tame",3,3,174291
"revolved",3,2,174291
"agents",3,3,174291
"backlash",3,3,174291
"receptive",3,3,174291
"sherry",3,2,174291
"technicians",3,3,174291
"certificate",3,3,174291
"ville",3,2,174291
"overturned",3,3,174291
"irving",3,2,174291
"coughing",3,3,174291
"starred",3,3,174291
"taxi",3,3,174291
"fireman",3,3,174291
"comics",3,2,174291
"divvy",3,3,174291
"swept",3,3,174291
"hitler",3,3,174291
"disadvantaged",3,2,174291
"disadvantages",3,3,174291
"opportune",3,2,174291
"degreed",3,3,174291
"donations",3,3,174291
"birmingham",3,3,174291
"freeways",3,3,174291
"booklets",3,3,174291
"solicit",3,3,174291
"factions",3,3,174291
"errands",3,3,174291
"hassles",3,3,174291
"dysplasia",3,3,174291
"ray",3,3,174291
"truman",3,3,174291
"warms",3,3,174291
"blamed",3,3,174291
"nightly",3,3,174291
"targeted",3,3,174291
"slimy",3,3,174291
"cypress",3,3,174291
"jesuit",3,3,174291
"shallow",3,3,174291
"jerk",3,3,174291
"demise",3,3,174291
"shortage",3,3,174291
"finite",3,3,174291
"parenthesis",3,3,174291
"mover",3,2,174291
"rumors",3,2,174291
"disappointment",3,2,174291
"rin",3,3,174291
"retail",3,3,174291
"steadily",3,3,174291
"historian",3,3,174291
"brains",3,3,174291
"lincolns",3,3,174291
"percentages",3,2,174291
"alan",3,3,174291
"mock",3,3,174291
"snows",3,3,174291
"snowy",3,3,174291
"communicated",3,3,174291
"starring",3,3,174291
"dull",3,3,174291
"enrichment",3,3,174291
"chiefs",3,3,174291
"dune",3,3,174291
"recipients",3,3,174291
"grabs",3,3,174291
"parakeets",3,3,174291
"captive",3,3,174291
"abraham",3,2,174291
"climates",3,3,174291
"rug",3,3,174291
"imprisoned",3,3,174291
"upkeep",3,3,174291
"crunch",3,3,174291
"amway",3,3,174291
"generating",3,3,174291
"valentine",3,3,174291
"jonathan",3,3,174291
"transmitted",3,3,174291
"amnesty",3,3,174291
"tunnels",3,3,174291
"cramped",3,3,174291
"broiled",3,3,174291
"underpaid",3,3,174291
"orchid",3,3,174291
"tyranny",3,2,174291
"richardson's",3,3,174291
"vine",3,3,174291
"sierras",3,3,174291
"negotiate",3,3,174291
"texasville",3,3,174291
"moss",3,3,174291
"cavalier",3,3,174291
"bows",3,3,174291
"condominiums",3,3,174291
"ellison",3,3,174291
"facetious",3,3,174291
"catnip",3,3,174291
"switches",3,3,174291
"mackerel",3,2,174291
"kirk",3,3,174291
"delay",3,3,174291
"emmett",3,3,174291
"smoothly",3,1,174291
"stepson",3,3,174291
"fastest",3,3,174291
"kits",3,3,174291
"marriages",3,3,174291
"plano's",3,1,174291
"francs",3,2,174291
"fluff",3,3,174291
"forgive",3,2,174291
"parade",3,3,174291
"baseboards",3,3,174291
"turnouts",3,3,174291
"foolish",3,3,174291
"paragraph",3,3,174291
"implementing",3,3,174291
"waitresses",3,3,174291
"gossipy",3,3,174291
"keepers",3,3,174291
"refinish",3,3,174291
"tortillas",3,3,174291
"tense",3,2,174291
"shades",3,3,174291
"enthralled",3,3,174291
"clerk",3,3,174291
"calculators",3,2,174291
"yanked",3,3,174291
"vacationing",3,3,174291
"stu",3,3,174291
"unconditional",3,3,174291
"beaver",3,2,174291
